pl_name,pl_orbsmax,pl_orbeccen,st_dist,pl_eqt,pl_masse,pl_rade,st_metfe
Kepler-277 b,,,1004.88,,87.3,2.92,
Kepler-277 c,,,1004.88,,64.2,3.36,
Kepler-278 b,0.207,,448.65,,,4.07,
Kepler-278 c,0.294,,448.65,,,3.59,
Kepler-279 b,0.112,,1069.2,,,3.62,
Kepler-279 c,,,1069.2,,49.4,4.3,
Kepler-279 d,,,1069.2,,37.5,3.1,
Kepler-28 b,0.062,,443.92,,479.9,3.6,0.34
Kepler-28 c,0.081,,443.92,,432.23,3.4,0.34
Kepler-280 b,0.032,,798.21,,,1.45,
Kepler-280 c,0.056,,798.21,,,2.01,
Kepler-281 b,0.117,,1835,,,2.82,
Kepler-281 c,0.215,,1835,,,5.31,
Kepler-282 b,0.082,,1390.97,,,1.01,
Kepler-282 c,0.106,,1390.97,,,1.2,
Kepler-282 d,,,1390.97,,61,2.46,
Kepler-282 e,,,1390.97,,56.2,3.1,
Kepler-283 b,0.082,,474.33,,,2.13,
Kepler-283 c,0.341,,474.33,,,1.82,
Kepler-284 b,0.104,,1062.79,,,2.24,
Kepler-284 c,0.213,,1062.79,,,2.61,
Kepler-285 b,0.036,,844.17,,,1.34,
Kepler-285 c,0.064,,844.17,,,1.12,
Kepler-286 b,0.027,,1266.68,,,1.24,
Kepler-286 c,0.042,,1266.68,,,1.37,
Kepler-286 d,0.061,,1266.68,,,1.33,
Kepler-286 e,0.176,,1266.68,,,1.77,
Kepler-287 b,0.145,,856.33,,,2.33,
Kepler-287 c,0.246,,856.33,,,3.26,
Kepler-288 b,0.065,,1236.21,,,1.67,
Kepler-288 c,0.14,,1236.21,,,2.85,
Kepler-288 d,0.287,,1236.21,,,2.67,
Kepler-289 b,0.21,,700,,7.3,2.15,0.05
Kepler-289 c,0.51,,700,,132,11.59,0.05
Kepler-289 d,0.33,,700,,4,2.68,0.05
Kepler-29 b,,,851.9,,4.51,3.35,-0.04
Kepler-29 c,,,851.9,,4,3.14,-0.04
Kepler-290 b,0.11,,708.55,,,2.25,
Kepler-290 c,0.205,,708.55,,,2.7,
Kepler-291 b,0.047,,1884.37,,,2.16,
Kepler-291 c,0.065,,1884.37,,,1.88,
Kepler-292 b,0.035,,1087.23,,,1.32,
Kepler-292 c,0.045,,1087.23,,,1.47,
Kepler-292 d,0.068,,1087.23,,,2.23,
Kepler-292 e,0.097,,1087.23,,,2.67,
Kepler-292 f,0.141,,1087.23,,,2.35,
Kepler-293 b,0.144,,1002.51,,,3.07,
Kepler-293 c,0.286,,1002.51,,,3.83,
Kepler-294 b,0.048,,1411.62,,,1.77,
Kepler-294 c,0.071,,1411.62,,,2.71,
Kepler-295 b,0.099,,1787.33,,,1.22,
Kepler-295 c,0.142,,1787.33,,,1.17,
Kepler-295 d,0.192,,1787.33,,,1.36,
Kepler-296 b,0.079,0.33,226,,,1.61,-0.08
Kepler-296 c,0.0521,0.33,226,,,2,-0.08
Kepler-296 d,0.118,0.33,226,,,2.09,-0.08
Kepler-296 e,0.169,0.33,226,,,1.53,-0.08
Kepler-296 f,0.255,0.33,226,,,1.8,-0.08
Kepler-297 b,0.217,,706.21,,,2.87,
Kepler-297 c,0.336,,706.21,,,6.54,
Kepler-298 b,0.08,,525.98,,,1.96,
Kepler-298 c,0.136,,525.98,,,1.93,
Kepler-298 d,0.305,,525.98,,,2.5,
Kepler-299 b,0.04,,1084.89,,,1.32,
Kepler-299 c,0.07,,1084.89,,,2.65,
Kepler-299 d,0.118,,1084.89,,,1.86,
Kepler-299 e,0.22,,1084.89,,,1.87,
Kepler-30 b,0.18,0.042,938.33,,11.3,3.9,0.18
Kepler-30 c,0.3,0.0111,938.33,,640,12.3,0.18
Kepler-30 d,0.5,0.022,938.33,,23.1,8.8,0.18
Kepler-300 b,0.094,,1134.23,,,1.67,
Kepler-300 c,0.232,,1134.23,,,2.25,
Kepler-301 b,0.036,,734.31,,,1.35,
Kepler-301 c,0.06,,734.31,,,1.35,
Kepler-301 d,0.112,,734.31,,,1.75,
Kepler-302 b,0.193,,1459.64,,,4.06,
Kepler-302 c,0.503,,1459.64,,,12.45,
Kepler-303 b,0.024,,211.01,,,0.89,
Kepler-303 c,0.057,,211.01,,,1.14,
Kepler-304 b,0.039,,440.12,,,2.86,
Kepler-304 c,0.054,,440.12,,,2.17,
Kepler-304 d,0.08,,440.12,,,2.75,
Kepler-304 e,,,440.12,,,1.2,
Kepler-305 b,,,889.64,,10.5,3.6,
Kepler-305 c,,,889.64,,6,3.3,
Kepler-305 d,0.121,,889.64,,,2.71,
Kepler-306 b,0.05,,793,,,1.52,
Kepler-306 c,0.067,,793,,,2.35,
Kepler-306 d,0.12,,793,,,2.47,
Kepler-306 e,0.227,,793,,,2.27,
Kepler-307 b,,,585.27,,7.44,2.43,0.19
Kepler-307 c,,,585.27,,3.64,2.2,0.19
Kepler-308 b,0.09,,1384.3,,,2.12,
Kepler-308 c,0.123,,1384.3,,,2.16,
Kepler-309 b,0.059,,553.2,,,1.56,
Kepler-309 c,0.401,,553.2,,,2.51,
Kepler-31 b,0.16,,1747.58,,,5.5,-0.076
Kepler-31 c,0.26,,1747.58,,1493.7,5.3,-0.076
Kepler-31 d,0.4,,1747.58,,2161.244,3.9,-0.076
Kepler-310 b,0.111,,612.87,,,1.19,
Kepler-310 c,0.281,,612.87,,,3.38,
Kepler-310 d,0.392,,612.87,,,2.47,
Kepler-311 b,0.087,,796.53,,,1.7,
Kepler-311 c,0.145,,796.53,,,1.43,
Kepler-312 b,0.031,,816.22,,,1.29,
Kepler-312 c,0.153,,816.22,,,3.15,
Kepler-313 b,0.125,,1079.4,,,2.53,
Kepler-313 c,0.208,,1079.4,,,2.57,
Kepler-314 b,0.035,,270.97,,,0.83,
Kepler-314 c,0.064,,270.97,,,2.9,
Kepler-315 b,0.402,,1199.5,,,3.77,
Kepler-315 c,0.791,,1199.5,,,4.15,
Kepler-316 b,0.027,,389.22,,,1.06,
Kepler-316 c,0.058,,389.22,,,1.16,
Kepler-317 b,0.061,,965.85,,,2.09,
Kepler-317 c,0.083,,965.85,,,1.72,
Kepler-318 b,0.056,,496.14,,,4.71,
Kepler-318 c,0.105,,496.14,,,3.68,
Kepler-319 b,0.051,,510.83,,,1.63,
Kepler-319 c,0.069,,510.83,,,2.63,
Kepler-319 d,0.191,,510.83,,,2.29,
Kepler-32 b,0.05,,326.85,,1303,2.2,0
Kepler-32 c,0.09,,326.85,,158.9,2,0
Kepler-32 d,0.13,,326.85,,,2.7,0
Kepler-32 e,0.033,,326.85,,,1.5,0
Kepler-32 f,0.013,,326.85,,,0.82,0
Kepler-320 b,0.085,,846.74,,,1.14,
Kepler-320 c,0.142,,846.74,,,1.37,
Kepler-321 b,0.057,,388.83,,,1.77,
Kepler-321 c,0.11,,388.83,,,2.32,
Kepler-322 b,0.027,,405.16,,,1.01,
Kepler-322 c,0.051,,405.16,,,1.67,
Kepler-323 b,0.028,,460.8,,,1.43,
Kepler-323 c,0.046,,460.8,,,1.63,
Kepler-324 b,0.05,,508.94,,,1.14,
Kepler-324 c,0.26,,508.94,,,3.15,
Kepler-325 b,0.053,,843.12,,,2.91,
Kepler-325 c,0.105,,843.12,,,2.54,
Kepler-325 d,0.22,,843.12,,,2.79,
Kepler-326 b,0.032,,494.3,,,1.52,
Kepler-326 c,0.051,,494.3,,,1.4,
Kepler-326 d,0.066,,494.3,,,1.21,
Kepler-327 b,0.029,,243.68,,,1.11,
Kepler-327 c,0.047,,243.68,,,1.03,
Kepler-327 d,0.09,,243.68,,,1.73,
Kepler-328 b,,,2354.42,,28.5,2.3,
Kepler-328 c,,,2354.42,,39.4,5.4,
Kepler-329 b,0.061,,445.2,,,1.4,
Kepler-329 c,0.113,,445.2,,,1.93,
Kepler-33 b,0.0677,0,1252.84,,,1.74,0.025
Kepler-33 c,0.1189,0,1252.84,,,3.2,0.025
Kepler-33 d,0.1662,0,1252.84,,,5.35,0.025
Kepler-33 e,0.2138,0,1252.84,,,4.02,0.025
Kepler-33 f,0.2535,0,1252.84,,,4.46,0.025
Kepler-330 b,0.075,,732.46,,,1.35,
Kepler-330 c,0.116,,732.46,,,1.95,
Kepler-331 b,0.065,,589.63,,,1.82,
Kepler-331 c,0.105,,589.63,,,1.84,
Kepler-331 d,0.159,,589.63,,,1.64,
Kepler-332 b,0.07,,347.65,,,1.17,
Kepler-332 c,0.114,,347.65,,,1.09,
Kepler-332 d,0.189,,347.65,,,1.18,
Kepler-333 b,0.087,,327.47,,,1.32,
Kepler-333 c,0.135,,327.47,,,1.11,
Kepler-334 b,0.061,,431.86,,,1.12,
Kepler-334 c,0.107,,431.86,,,1.43,
Kepler-334 d,0.168,,431.86,,,1.41,
Kepler-335 b,0.075,,1327.48,,,3.39,
Kepler-335 c,0.356,,1327.48,,,3.07,
Kepler-336 b,0.033,,2331.54,,,1.02,
Kepler-336 c,0.092,,2331.54,,,2.1,
Kepler-336 d,0.154,,2331.54,,,2.37,
Kepler-337 b,0.045,,691.41,,,1.54,
Kepler-337 c,0.093,,691.41,,,2.05,
Kepler-338 b,0.117,,561.69,,,2.44,
Kepler-338 c,0.172,,561.69,,,2.34,
Kepler-338 d,0.257,,561.69,,,3,
Kepler-338 e,,,561.69,,8.5,1.56,
Kepler-339 b,0.055,,627.67,,,1.42,
Kepler-339 c,0.069,,627.67,,,1.15,
Kepler-339 d,0.091,,627.67,,,1.17,
Kepler-34 b,1.0896,0.182,1499,,69.92,8.564,-0.07
Kepler-340 b,0.134,,827.41,,,2.53,
Kepler-340 c,0.178,,827.41,,,3.37,
Kepler-341 b,0.06,,1079.46,,,1.18,
Kepler-341 c,0.08,,1079.46,,,1.7,
Kepler-341 d,0.182,,1079.46,,,1.85,
Kepler-341 e,0.242,,1079.46,,,1.99,
Kepler-342 b,0.128,,799.59,,,2.25,
Kepler-342 c,0.185,,799.59,,,1.96,
Kepler-342 d,0.242,,799.59,,,2.49,
Kepler-342 e,,,799.59,,,0.88,
Kepler-343 b,0.088,,952.34,,,2.41,
Kepler-343 c,0.167,,952.34,,,2.02,
Kepler-344 b,0.153,,1032.08,,,2.61,
Kepler-344 c,0.488,,1032.08,,,2.95,
Kepler-345 b,0.066,,362.46,,,0.74,
Kepler-345 c,0.077,,362.46,,,1.2,
Kepler-346 b,0.071,,1012.42,,,2.66,
Kepler-346 c,0.168,,1012.42,,,3.07,
Kepler-347 b,0.11,,1349.45,,,1.97,
Kepler-347 c,0.183,,1349.45,,,1.75,
Kepler-348 b,0.076,,580.2,,,1.52,
Kepler-348 c,0.138,,580.2,,,1.33,
Kepler-349 b,0.065,,966.63,,,1.9,
Kepler-349 c,0.105,,966.63,,,1.96,
Kepler-35 b,0.60347,0.042,1645,,40.363,8.16,-0.34
Kepler-350 b,0.104,,983.79,,,1.85,
Kepler-350 c,,,983.79,,6.1,3.1,
Kepler-350 d,,,983.79,,14.9,2.8,
Kepler-351 b,0.214,,1117.85,,,3.06,
Kepler-351 c,0.287,,1117.85,,,3.19,
Kepler-351 d,,,1117.85,,,2.72,
Kepler-352 b,0.085,,254.59,,,0.86,
Kepler-352 c,0.118,,254.59,,,1.24,
Kepler-353 b,0.051,,388.92,,,0.89,
Kepler-353 c,0.065,,388.92,,,1.38,
Kepler-354 b,0.054,,562.96,,,1.84,
Kepler-354 c,0.115,,562.96,,,1.31,
Kepler-354 d,0.146,,562.96,,,1.24,
Kepler-355 b,0.102,,1493.7,,,1.46,
Kepler-355 c,0.179,,1493.7,,,2.71,
Kepler-356 b,0.057,,722.14,,,1.57,
Kepler-356 c,0.115,,722.14,,,1.81,
Kepler-357 b,0.063,,702.21,,,1.84,
Kepler-357 c,0.12,,702.21,,,2.67,
Kepler-357 d,0.246,,702.21,,,3.43,
Kepler-358 b,0.21,,1136.1,,,2.72,
Kepler-358 c,0.381,,1136.1,,,2.85,
Kepler-359 b,0.178,,1502.22,,,3.53,
Kepler-359 c,0.307,,1502.22,,,4.3,
Kepler-359 d,0.372,,1502.22,,,4.01,
Kepler-36 b,0.1153,0.039,470,978,4.45,1.486,-0.2
Kepler-36 c,0.1283,0.033,470,928,8.08,3.679,-0.2
Kepler-360 b,0.044,,898.61,,,1.65,
Kepler-360 c,0.075,,898.61,,,2.1,
Kepler-361 b,0.086,,955.76,,,1.45,
Kepler-361 c,0.3,,955.76,,,2.52,
Kepler-362 b,0.087,,1123.91,,,0.88,
Kepler-362 c,0.207,,1123.91,,,1.45,
Kepler-363 b,0.048,,779.76,,,1.16,
Kepler-363 c,0.079,,779.76,,,1.69,
Kepler-363 d,0.107,,779.76,,,2.05,
Kepler-364 b,0.178,,915.02,,,1.55,
Kepler-364 c,0.312,,915.02,,,2.15,
Kepler-365 b,0.098,,950,,,2.04,
Kepler-365 c,0.137,,950,,,1.64,
Kepler-366 b,0.045,,1959.31,,,1.46,
Kepler-366 c,0.11,,1959.31,,,1.79,
Kepler-367 b,0.201,,189.05,,,1.3,
Kepler-367 c,0.253,,189.05,,,1.2,
Kepler-368 b,0.186,,788.3,,,3.26,
Kepler-368 c,0.36,,788.3,,,3.88,
Kepler-369 b,0.03,,260.32,,,1.13,
Kepler-369 c,0.094,,260.32,,,1.41,
Kepler-37 b,,0,64.04,,3.1783,0.336,-0.32
Kepler-37 c,,,64.04,,12,0.75,-0.32
Kepler-37 d,,,64.04,,12.2,1.94,-0.32
Kepler-37 e,,,64.04,,,,-0.32
Kepler-370 b,0.054,,1207.64,,,1.59,
Kepler-370 c,0.14,,1207.64,,,1.91,
Kepler-371 b,0.2,,832.54,,,1.89,
Kepler-371 c,0.313,,832.54,,,1.78,
Kepler-372 b,0.075,,1561.17,,,1.36,
Kepler-372 c,0.154,,1561.17,,,2.09,
Kepler-372 d,0.201,,1561.17,,,1.69,
Kepler-373 b,0.06,,1125.74,,,1.36,
Kepler-373 c,0.126,,1125.74,,,1.24,
Kepler-374 b,0.029,,1312.67,,,1.03,
Kepler-374 c,0.042,,1312.67,,,1.1,
Kepler-374 d,0.056,,1312.67,,,1.31,
Kepler-375 b,0.101,,1283.8,,,1.45,
Kepler-375 c,0.141,,1283.8,,,2.65,
Kepler-376 b,0.057,,948.06,,,1.07,
Kepler-376 c,0.115,,948.06,,,1.79,
Kepler-377 b,0.109,,843.65,,,1.39,
Kepler-377 c,0.182,,843.65,,,2.06,
Kepler-378 b,0.112,,152.77,,,0.75,
Kepler-378 c,0.166,,152.77,,,0.7,
Kepler-379 b,0.152,,747,,,1.66,
Kepler-379 c,0.326,,747,,,2.29,
Kepler-38 b,0.4632,0.032,1215.78,475,122,4.3,-0.11
Kepler-380 b,0.05,,833.12,,,1.19,
Kepler-380 c,0.078,,833.12,,,1.27,
Kepler-381 b,0.066,,269.39,,,0.99,
Kepler-381 c,0.117,,269.39,,,1.12,
Kepler-382 b,0.055,,960.89,,,1.32,
Kepler-382 c,0.097,,960.89,,,1.59,
Kepler-383 b,0.095,,470,,,1.32,
Kepler-383 c,0.172,,470,,,1.24,
Kepler-384 b,0.148,,919.44,,,1.12,
Kepler-384 c,0.236,,919.44,,,1.13,
Kepler-385 b,0.097,,1493.94,,,2.73,
Kepler-385 c,0.127,,1493.94,,,3.04,
Kepler-386 b,0.096,,904.74,,,1.39,
Kepler-386 c,0.155,,904.74,,,1.58,
Kepler-387 b,0.068,,819.95,,,1.03,
Kepler-387 c,0.098,,819.95,,,0.89,
Kepler-388 b,0.036,,611.32,,,0.81,
Kepler-388 c,0.093,,611.32,,,0.86,
Kepler-389 b,0.041,,835.65,,,1.51,
Kepler-389 c,0.11,,835.65,,,1.46,
Kepler-39 b,0.164,0.112,1090.44,897,6388.1,13.9,0.1
Kepler-390 b,0.065,,440.79,,,0.82,
Kepler-390 c,0.101,,440.79,,,0.79,
Kepler-391 b,0.082,,891.53,,,3.2,
Kepler-391 c,0.161,,891.53,,,3.54,
Kepler-392 b,0.059,,695.06,,,1,
Kepler-392 c,0.093,,695.06,,,1.1,
Kepler-393 b,0.091,,904.28,,,1.29,
Kepler-393 c,0.124,,904.28,,,1.33,
Kepler-394 b,0.083,,1091.69,,,1.6,
Kepler-394 c,0.11,,1091.69,,,1.66,
Kepler-395 b,0.061,,426.34,,,1.03,
Kepler-395 c,0.177,,426.34,,,1.32,
Kepler-396 b,,,225.19,,75.5,3.5,-0.129
Kepler-396 c,,,225.19,,17.9,5.3,-0.129
Kepler-397 b,0.144,,969,,,2.46,
Kepler-397 c,0.48,,969,,,6.18,
Kepler-398 b,0.044,,178.27,,,0.93,
Kepler-398 c,0.087,,178.27,,,1.01,
Kepler-398 d,,,178.27,,,0.88,
Kepler-399 b,0.103,,1362.18,,,0.96,
Kepler-399 c,0.155,,1362.18,,,1.43,
Kepler-399 d,0.261,,1362.18,,,1.89,
Kepler-4 b,0.0456,0,550,1650,24.472,4.002,0.17
Kepler-40 b,0.08,0,2700,1620,699.2,13.11,0.1
Kepler-400 b,0.087,,709,,,1.65,
Kepler-400 c,0.134,,709,,,1.49,
Kepler-401 b,0.122,,993.14,,,1.71,
Kepler-401 c,0.269,,993.14,,,2.15,
Kepler-401 d,,,993.14,,,2.27,
Kepler-402 b,0.051,,636.78,,,1.22,
Kepler-402 c,0.068,,636.78,,,1.56,
Kepler-402 d,0.087,,636.78,,,1.38,
Kepler-402 e,0.102,,636.78,,,1.46,
Kepler-403 b,0.076,,860.93,,,1.25,
Kepler-403 c,0.297,,860.93,,,1.75,
Kepler-403 d,,,860.93,,,1.42,
Kepler-404 b,0.102,,831.86,,,1.27,
Kepler-404 c,0.118,,831.86,,,1.72,
Kepler-405 b,0.095,,1096.92,,,2.08,
Kepler-405 c,0.188,,1096.92,,,4.66,
Kepler-406 b,,,367.86,,6.35,1.43,0.18
Kepler-406 c,,,367.86,,2.71,0.85,0.18
Kepler-407 b,,,341.69,,3.2,1.07,0.33
Kepler-407 c,,,341.69,,4000,,0.33
Kepler-408 b,,,89.01,,5,0.82,-0.2
Kepler-409 b,,,68.31,,22,1.19,0.08
Kepler-41 b,0.03101,0,1128.11,1790,177.98,14.46,0.38
Kepler-410 A b,0.1226,0.17,132,,,2.838,0.01
Kepler-411 b,0.0375,0.146,153.59,1138,25.6,2.401,
Kepler-411 c,0.0739,0.108,153.59,838,26.4,4.421,
Kepler-411 d,0.279,0.128,153.59,410,15.2,3.319,
Kepler-411 e,0.186,0.016,153.59,503,10.8,,
Kepler-412 b,0.02897,,1121.32,1850,299.07803,15.031,0.27
Kepler-413 b,0.3553,0.1181,868.34,,67,4.347,-0.2
Kepler-414 b,,,418.44,,3.5,1.71,
Kepler-414 c,,,418.44,,29.9,3.01,
Kepler-415 b,,,538.39,,119.9,1.21,
Kepler-415 c,,,538.39,,,,
Kepler-416 b,,,704.76,,58.2,2.48,
Kepler-416 c,,,704.76,,,,
Kepler-417 b,,,999.47,,11,2.31,
Kepler-417 c,,,999.47,,,,
Kepler-418 b,,0.2,1031.92,,349.6,13.45,-0.05
Kepler-419 b,0.37,0.833,1041.31,,794.5,10.8,0.176
Kepler-419 c,1.68,0.184,1041.31,,2320.1,,0.176
Kepler-42 b,0.0116,,38.7,519,,0.78,-0.33
Kepler-42 c,0.006,,38.7,720,,0.73,-0.33
Kepler-42 d,0.0154,,38.7,450,,0.57,-0.33
Kepler-421 b,1.219,0.041,320,185,,4.16,-0.25
Kepler-422 b,0.082,,738.2,,136.66,12.89,0.23
Kepler-423 b,0.03585,0.019,725,1605,189.101,13.361,-0.1
Kepler-424 b,0.044,,712.87,,327.35,9.98,0.44
Kepler-424 c,0.73,,712.87,,,,0.44
Kepler-425 b,0.0464,0.33,650,1070,79.45,10.962,0.24
Kepler-426 b,0.0414,0.18,880,1300,108.06,12.22,-0.21
Kepler-427 b,0.091,0.57,1100,1100,92.17,13.79,-0.19
Kepler-428 b,0.0433,0.22,720,1070,403.63,12.11,0.09
Kepler-43 b,0.046,,1035.9,1620,1026.5909,13.664,0.33
Kepler-430 b,0.2244,,942.26,667,,3.25,0.2
Kepler-430 c,0.4757,,942.26,458,,1.75,0.2
Kepler-431 b,0.0719,,493.44,1032,,0.764,0.07
Kepler-431 c,0.0847,,493.44,951,,0.668,0.07
Kepler-431 d,0.1045,,493.44,856,,1.11,0.07
Kepler-432 b,0.301,0.5134,870,,1719.4603,12.834,-0.07
Kepler-432 c,,0.498,870,,,,-0.07
Kepler-433 b,0.0679,0.119,1870,1776,896.24,16.25,-0.01
Kepler-434 b,0.1143,0.131,1240,1000,908.96,12.67,0.25
Kepler-435 b,0.0948,0.114,2070,1729,266.97,22.31,-0.18
Kepler-436 b,0.339,0.19,618,,,2.73,0.01
Kepler-436 c,,,618,,,2.33,0.01
Kepler-437 b,0.288,0.02,417,,,2.14,0
Kepler-438 b,0.166,0.03,145,,,1.12,0.16
Kepler-439 b,0.563,0.03,693,,,2.24,0.02
Kepler-44 b,0.0446,0.066,1229.15,1544,317.82,12.22,0.15
Kepler-440 b,0.242,0.34,261,,,1.86,-0.3
Kepler-441 b,0.64,0.1,284,,,1.64,-0.57
Kepler-442 b,0.409,0.04,342,,,1.34,-0.37
Kepler-443 b,0.495,0.11,779,,,2.33,-0.01
Kepler-444 b,0.04178,0.16,36.48,,,0.403,-0.55
Kepler-444 c,0.04881,0.31,36.48,,,0.497,-0.55
Kepler-444 d,0.06,0.18,36.48,,,0.53,-0.55
Kepler-444 e,0.0696,0.1,36.48,,,0.546,-0.55
Kepler-444 f,0.0811,0.29,36.48,,,0.741,-0.55
Kepler-445 b,,0,90,,,1.58,0.27
Kepler-445 c,,0,90,,,2.51,0.27
Kepler-445 d,,0,90,,,1.25,0.27
Kepler-446 b,,0,120,,,1.5,-0.3
Kepler-446 c,,0,120,,,1.11,-0.3
Kepler-446 d,,0,120,,,1.35,-0.3
Kepler-447 b,0.0769,0.123,270.12,,435.41,18.49,0.07
Kepler-448 c,4.2,0.65,403.99,,6992.26,,
Kepler-449 b,,0.03,279,,,2.056,
Kepler-449 c,,0.05,279,,,2.764,
Kepler-45 b,0.03,0.11,333,1000,160.497,10.76,0.28
Kepler-450 b,,0.02,462,,,6.14,
Kepler-450 c,,0.02,462,,,2.62,
Kepler-450 d,,0.14,462,,,0.837,
Kepler-452 b,1.046,,560.62,265,,1.63,0.21
Kepler-453 b,0.7903,0.0359,448.58,,16,6.204,0.09
Kepler-454 b,,0,232.41,,6.3566,2.354,0.27
Kepler-454 c,,0.0214,232.41,,,,0.27
Kepler-458 c,,,1670.88,,,4.2,-0.28
Kepler-46 b,0.1968,0.01,794.54,543,1907,9.057,
Kepler-46 c,0.2799,0.0146,794.54,455,119.499,,
Kepler-46 d,0.067,,794.54,,,1.64,
Kepler-460 c,,,1322.48,,,5.52,-0.38
Kepler-461 b,,,468,,,2.58,0.04
Kepler-462 b,,,733,,,3.77,-0.06
Kepler-463 b,,,336,,,3.05,-0.28
Kepler-464 b,,,653,,,3.3,0.19
Kepler-465 b,,,587,,,2.95,0.09
Kepler-466 b,,,436,,,2.85,-0.01
Kepler-466 c,,,436,,,1.25,-0.01
Kepler-467 b,,,458,,,2.25,0.06
Kepler-468 b,,,474,,,13.34,0.1
Kepler-47 b,0.2877,0.021,1055.33,,2.07,3.05,
Kepler-47 c,0.9638,0.044,1055.33,,3.17,4.65,
Kepler-47 d,0.6992,0.024,1055.33,,19.02,7.04,
Kepler-470 b,,,989,,,14.44,0.04
Kepler-471 b,,,1373,,,14.96,0.07
Kepler-472 b,,,302,,,3.22,0.16
Kepler-473 b,,,641,,,4.08,0.12
Kepler-474 b,,,568,,,3.06,-0.01
Kepler-475 b,,,280,,,2.49,0.21
Kepler-476 b,,,687,,,3.08,0.04
Kepler-477 b,,,367,,,2.07,-0.04
Kepler-478 b,,,420,,,2.71,-0.03
Kepler-479 b,,,371,,,2.12,-0.02
Kepler-48 b,,,309.47,,3.94,1.88,0.17
Kepler-48 c,,,309.47,,14.61,2.71,0.17
Kepler-48 d,,,309.47,,7.93,2.04,0.17
Kepler-48 e,,,309.47,,657,,0.17
Kepler-480 b,,,806,,,2.78,0.11
Kepler-481 b,,,713,,,2.5,0.03
Kepler-482 b,,,290,,,2.36,-0.13
Kepler-483 b,,,953,,,3.21,0.09
Kepler-484 b,,,377,,,2.28,-0.1
Kepler-485 b,,,1173,,,14.41,0.04
Kepler-486 b,,,428,,,11,-0.04
Kepler-487 b,,,835,,,11.42,0
Kepler-487 c,,,835,,,2.68,0
Kepler-488 b,,,1157,,,15.79,0.03
Kepler-489 b,,,379,,,7.72,0
Kepler-49 b,,,314.02,,311.46,2.72,
Kepler-49 c,,,314.02,,228.83,2.55,
Kepler-49 d,0.031,,314.02,,,1.6,
Kepler-49 e,0.116,,314.02,,,1.56,
Kepler-490 b,,,1249,,,11.65,-0.02
Kepler-491 b,,,657,,,8.92,0.37
Kepler-492 b,,,642,,,9.59,0.07
Kepler-493 b,,,1942,,,15.13,0.11
Kepler-494 b,,,862,,,7.14,0.02
Kepler-495 b,,,630,,,5.23,-0.07
Kepler-496 b,,,655,,,2.32,-0.03
Kepler-497 b,,,1070,,,6.04,0.24
Kepler-498 b,,,746,,,3.03,-0.04
Kepler-499 b,,,523,,,2.17,0
Kepler-5 b,0.0538,,923.41,1750,670.93913,15.984,0.04
Kepler-50 b,0.077,,251.91,,,1.71,0.03
Kepler-50 c,0.087,,251.91,,,2.17,0.03
Kepler-500 b,,,747,,,2.58,0.03
Kepler-501 b,,,1044,,,4.3,-0.03
Kepler-502 b,,,1433,,,4.77,0.05
Kepler-504 b,,,75,,,1.59,-0.31
Kepler-505 b,,,222,,,2.6,-0.19
Kepler-506 b,,,231,,,2.73,0.09
Kepler-507 b,,,410,,,1.3,0.06
Kepler-508 b,,,325,,,1.64,0.18
Kepler-509 b,,,339,,,2.49,0.01
Kepler-51 b,0.2514,0.04,801.76,543,2.1,7.1,
Kepler-51 c,0.384,0.014,801.76,439,4,9,
Kepler-51 d,0.509,0.008,801.76,381,7.6,9.7,
Kepler-510 b,,,378,,,2.47,-0.35
Kepler-511 b,,,448,,,6.35,0.01
Kepler-512 b,,,531,,,2.69,0.22
Kepler-513 b,,,467,,,2.2,-0.01
Kepler-514 b,,,489,,,1.72,0.36
Kepler-515 b,,,255,,,1.46,0.08
Kepler-516 b,,,777,,,5.74,0.01
Kepler-517 b,,,284,,,2.67,-0.06
Kepler-518 b,,,324,,,2.11,-0.23
Kepler-519 b,,,234,,,2.1,0.01
Kepler-52 b,,,324.54,,2765,2.1,
Kepler-52 c,,,324.54,,3308.41,1.84,
Kepler-52 d,0.182,,324.54,,,1.95,
Kepler-520 b,,,492,,,1.66,-0.03
Kepler-520 c,,,492,,,1.07,-0.03
Kepler-521 b,,,737,,,3.18,0.25
Kepler-522 b,,,749,,,6.91,0.41
Kepler-523 b,,,270,,,1.96,-0.03
Kepler-524 b,,,730,,,1.91,0.02
Kepler-524 c,,,730,,,0.96,0.02
Kepler-525 b,,,566,,,2.63,0.11
Kepler-526 b,,,504,,,1.99,0.34
Kepler-527 b,,,901,,,2.84,0.03
Kepler-528 b,,,711,,,2.08,0.02
Kepler-529 b,,,787,,,1.86,-0.1
Kepler-529 c,,,787,,,2,-0.1
Kepler-53 b,,,1420.1,,5851,2.89,
Kepler-53 c,,,1420.1,,5002.43,3.17,
Kepler-53 d,0.091,,1420.1,,,2.12,
Kepler-530 b,,,464,,,3.01,-0.08
Kepler-531 b,,,254,,,2.78,-0.03
Kepler-532 b,,,325,,,2.57,0
Kepler-533 b,,,305,,,3.38,0.01
Kepler-534 b,,,473,,,2.24,0.01
Kepler-535 b,,,678,,,2.36,0.13
Kepler-536 b,,,446,,,3.1,0
Kepler-537 b,,,465,,,1.41,0.23
Kepler-538 b,0.4669,0.041,156.66,380,10.6,2.215,-0.03
